"date","text","who"
2016-01-14,"KASICH: Well, I created a task force well over a year ago and the purpose was to bring law enforcement, community people, clergy and the person that I named as one of the co-chair was a lady by the name of Nina Turner, a former State Senator, a liberal Democrat. She actually ran against one of my friends and our head of public safety. And they say down as a group trying to make sure that we can begin to heal some of these problems that we see between community and police. And they came back with 23 recommendations. One of them is a statewide use of deadly force. And it is now being put into place everyplace across the state of Ohio. Secondly, a policy on recruiting and hiring, and then more resources for <U+FFFD> for training. But let me also tell you, one of the issues has got to be the integration of both community and police. Community has to understand that that police officer wants to get home at night, and not <U+FFFD> not to lose their life. Their family is waiting for them. At the same time, law enforcement understands there are people in the community who not only think that the system doesn't work for them, but works against them. See, in Ohio, we've had some controversial decisions. But the leaders have come forward to realize that protest is fine, but violence is wrong. And it has been a remarkable situation in our state. And as president of the United States, it's all about communication, folks. It's all about getting people to listen to one another's problems. And when you do that, you will be amazed at how much progress you can make, and how much healing we can have. Because, folks, at the end of the day, the country needs healed. I've heard a lot of hot rhetoric here tonight, but I've got to tell you, as somebody that actually passed a budget; that paid down a half-a-trillion dollars of our national debt, you can't do it alone. You've got to bring people together. You've got to give people hope. And together, we can solve these problems that hurt us and heal America. And that is what's so critical for our neighborhoods, our families, our children, and our grandchildren. [applause] ","KASICH"
2016-01-14,"RUBIO: Well, first of all, this is an issue that's been debated now for 30 years. And for 30 years, the issue of immigration has been about someone who's in this country, maybe they're here illegally, but they're looking for a job. This issue is not about that anymore. First and foremost, this issue has to be now more than anything else about keeping America safe. And here's why. There is a radical jihadist group that is manipulating our immigration system. And not just green cards. They're looking <U+FFFD> they're recruiting people that enter this country as doctors and engineers and even fiances. They understand the vulnerabilities we have on the southern border. They're looking <U+FFFD> they're looking to manipulate our <U+FFFD> the visa waiver countries to get people into the United States. So our number one priority must now become ensuring that ISIS cannot get killers into the United States. So whether it's green cards or any other form of entry into America, when I'm president if we do not know who you are or why you are coming, you are not going to get into the United States of America. ","RUBIO"
2016-01-14,"RUBIO: The issue is a dramatically different issue than it was 24 months ago. Twenty-four months ago, 36 months ago, you did not have a group of radical crazies named ISIS who were burning people in cages and recruiting people to enter our country legally. They have a sophisticated understanding of our legal immigration system and we now have an obligation to ensure that they are not able to use that system against us. The entire system of legal immigration must now be reexamined for security first and foremost, with an eye on ISIS. Because they're recruiting people to enter this country as engineers, posing as doctors, posing as refugees. We know this for a fact. They've contacted the trafficking networks in the Western Hemisphere to get people in through the southern border. And they got a killer in San Bernardino in posing as a fiance. This issue now has to be about stopping ISIS entering the United States, and when I'm president we will. ","RUBIO"
2016-01-14,"CRUZ: But Maria, radical Islamic terrorism was not invented 24 months ago; 24 months ago, we had Al Qaida. We had Boko Haram. We had Hamas. We had Hezbollah. We had Iran putting operatives in South America and Central America. It's the reason why I stood with Jeff Sessions and Steve King and led the fight to stop the Gang of Eight amnesty bill, because it was clear then, like it's clear now, that border security is national security. [applause] ","CRUZ"
2016-01-14,"CRUZ: It is also the case that that Rubio-Schumer amnesty bill, one of the things it did is it expanded Barack Obama's power to let in Syrian refugees. It enabled him <U+FFFD> the president to certify them en masse without mandating meaningful background checks. I think that's a mistake. That's why I've been leading the fight to stop it. And I would note the Senate just a few weeks ago voted to suspend refugees from Middle Eastern countries. I voted yes to suspend that. Marco voted on the other side. So you don't get to say we need to secure the borders, and at the same time try to give Barack Obama more authority to allow Middle Eastern refugees coming in, when the head of the FBI tells us they cannot vet them to determine if they are ISIS terrorists. ","CRUZ"
2016-01-14,"RUBIO: Maria, let me clear something up here. This is an interesting point when you talk about immigration. Ted Cruz, you used to say you supported doubling the number of green cards, now you say that you're against it. You used to support a 500 percent increase in the number of guest workers, now you say that you're against it. You used to support legalizing people that were here illegally, now you say you're against it. You used to say that you were in favor of birthright citizenship, now you say that you are against it. And by the way, it's not just on immigration, you used to support TPA, now you say you're against it. I saw you on the Senate floor flip your vote on crop insurance because they told you it would help you in Iowa, and last week, we all saw you flip your vote on ethanol in Iowa for the same reason. [applause] That is not consistent conservatism, that is political calculation. When I am president, I will work consistently every single day to keep this country safe, not call Edward Snowden, as you did, a great public servant. Edward Snowden is a traitor. And if I am president and we get our hands on him, he is standing trial for treason. [applause] And one more point, one more point. Every single time that there has been a Defense bill in the Senate, three people team up to vote against it. Bernie Sanders, Rand Paul and Ted Cruz. In fact, the only budget you have ever voted for, Ted, in your entire time in the Senate is a budget from Rand Paul that brags about how it cuts defense. Here's the bottom line, and I'll close with this. If I'm president of the United States and Congress tries to cut the military, I will veto that in a millisecond. [applause] ","RUBIO"
2016-01-14,"BUSH: There's <U+FFFD> look, there's <U+FFFD> ","BUSH"
2016-01-14,"CRUZ: I'm going to get a response to that, Neil. There's no way he launches 11 attack <U+FFFD> ","CRUZ"
2016-01-14,"CRUZ: I'm going to <U+FFFD> he had no fewer than 11 attacks there. I appreciate your dumping your [inaudible] research folder on the stage. ","CRUZ"
2016-01-14,"RUBIO: No, it's your record. ","RUBIO"
2016-01-14,"CRUZ: But I will say <U+FFFD> ","CRUZ"
2016-01-14,"CRUZ: <U+FFFD> at least half of the things Marco said are flat-out false. They're absolutely false. ","CRUZ"
2016-01-14,"CRUZ: So let's start <U+FFFD> let's start with immigration. Let's start with immigration and have a little bit of clarity. Marco stood with Chuck Schumer and Barack Obama on amnesty. I stood with Jeff Sessions and Steve King. Marco stood today, standing on this stage Marco supports legalization and citizenship for 12 million illegals. I opposed and oppose legalization and citizenship. And by the way, the attack he keeps throwing out on the military budget, Marco knows full well I voted for his amendment to increase military spending to $697 billion. What he said, and he said it in the last, it's simply not true. And as president, I will rebuild the military and keep this country safe. ","CRUZ"
2016-01-14,"BUSH: I would try to convince him otherwise, but this last back and forth between two senators <U+FFFD> back bench senators, you know, explains why we have the mess in Washington, D.C. We need a president that will fix our immigration laws and stick with it, not bend with the wind. The simple fact is one of the ways, Maria, to solve the problem you described is narrow the number of people coming by family petitioning to what every other country has so that we have the best and the brightest that come to our country. We need to control the border, we need to do all of this in a comprehensive way, not just going back and forth and talking about stuff <U+FFFD> ","BUSH"
2016-01-14,"BUSH: Oh, I'll talk about that, too. But you haven't asked me a question in a while, Neil, so I thought I'd get that off my chest if you don't mind. [laughter] ","BUSH"
2016-01-14,"BUSH: I got that. And the problem today is there's no confidence in Washington, D.C. There needs to be more than one meeting, there needs to complete dialogue with the large technology companies. They understand that there's a national security risk. We ought to give them a little bit of a liability release so that they share data amongst themselves and share data with the federal government, they're not fearful of a lawsuit. We need to make sure that we keep the country safe. This is the first priority. The cybersecurity challenges that we face, this administration failed us completely, completely. Not just the hacking of OPM, but that is <U+FFFD> that is just shameful. 23 million files in the hands of the Chinese? So it's not just the government <U+FFFD> the private sector companies, it's also our own government that needs to raise the level of our game. We should put the NSA in charge of the civilian side of this as well. That expertise needs to spread all across the government and there needs to be much more cooperation with our private sector. ","BUSH"
2016-01-14,"BUSH: You've got to keep asking. You've got to keep asking because this is a hugely important issue. If you can encrypt messages, ISIS can, over these platforms, and we have no ability to have a cooperative relationship <U+FFFD> ","BUSH"
2016-01-14,"BUSH: Well, if the law would change, yeah. But I think there has to be recognition that if we <U+FFFD> if we are too punitive, then you'll go to other <U+FFFD> other technology companies outside the United States. And what we want to do is to control this. We also want to dominate this from a commercial side. So there's a lot of balanced interests. But the president leads in this regard. That's what we need. We need leadership, someone who has a backbone and sticks with things, rather than just talks about them as though anything matters when you're talking about amendments that don't even actually are part of a bill that ever passed. ","BUSH"
2016-01-14,"KASICH: You know, in our country, there are a lot of people who feel as though they just don't have the power. You know, they feel like if they don't have a lobbyist, if they're not wealthy, that somehow they don't get to play. But all of my career, you know, having been raised in <U+FFFD> by a mailman father whose father was a coal miner, who died of black lung and was losing his eyesight; or a mother whose mother could barely speak English. You see, all of my career, I've fought about giving voice to the people that I grew up with and voice to the people that elected me. Whether it's welfare reform and getting something back for the hard-earned taxpayers; whether it's engaging in Pentagon reform and taking on the big contractors that were charging thousands of dollars for hammers and screw drivers and ripping us off; or whether it's taking on the special interests in the nursing home industry in Ohio, so that mom and dad can have the ability to stay in their own home, rather than being forced into a nursing home. Look, that's who I stand up for. That's who's in my mind...[bell rings]...And if you really want to believe that you can get your voice back, I will tell you, as I have all my career, I will continue to fight for you, because you're the ones that built this country, and will carry it into the future. Thank you. [applause] ","KASICH"
2016-01-14,"BUSH: Who can you count on to keep us safer, stronger and freer? Results count, and as governor, I pushed Florida up to the top in terms of jobs, income and small business growth. Detailed plans count, and I believe that the plan I've laid out to destroy ISIS before the tragedies of San Bernardino and Paris are the right ones. Credibility counts. There'll be people here that will talk about what they're going to do. I've done it. I ask for your support to build, together, a safer and stronger America. [applause] ","BUSH"
2016-01-14,"CHRISTIE: Maria, Neil, thank you for a great tonight. When I think about the folks who are out there at home tonight watching, and I think about what they had to watch this week <U+FFFD> the spectacle they had to watch on the floor of the House of Representatives, with the president of the United States, who talked a fantasy land about the way they're feeling. They know that this country is not respected around the world anymore. They know that this country is pushing the middle class, the hardworking taxpayers, backwards, and they saw a president who doesn't understand their pain, and doesn't have any plan for getting away from it. I love this country. It's the most exceptional country the world has ever known. We need someone to fight for the people. We need a fighter for this country again. I've lived my whole life fighting <U+FFFD> fighting for things that I believe in, fighting for justice and to protect people from crime and terrorism, fighting to stand up for folks who have not had enough and need an opportunity to get more, and to stand up and fight against the special interests. But here's the best way that we're going to make America much more exceptional","CHRISTIE"
2016-01-14,"CARSON: You know, in recent travels around this country, I've encountered so many Americans who are discouraged and angry as they watch our freedom, our security and the American dream slipping away under an unresponsive government that is populated by bureaucrats and special interest groups. We're not going to solve this problem with traditional politics. The only way we're going to solve this problem is with we, the people. And I ask you to join me in truth and honesty and integrity. Bencarson.com <U+FFFD> we will heal, inspire and revive America for our children. [applause] ","CARSON"
2016-01-14,"RUBIO: You know, 200 years ago, America was founded on this powerful principle that our rights don't come from government. Our rights come from God. That's why we embraced free enterprise, and it made us the most prosperous people in the history of the world. That's why we embraced individual liberty, and we became the freest people ever, and the result was the American miracle. But now as I travel the country, people say what I feel. This country is changing. It feels different. We feel like we're being left behind and left out. And the reason is simple","RUBIO"
2016-01-14,"CRUZ: ""13 Hours"" <U+FFFD> tomorrow morning, a new movie will debut about the incredible bravery of the men fighting for their lives in Benghazi and the politicians that abandoned them. I want to speak to all our fighting men and women. I want to speak to all the moms and dads whose sons and daughters are fighting for this country, and the incredible sense of betrayal when you have a commander-in-chief who will not even speak the name of our enemy, radical Islamic terrorism, when you have a commander-in- chief who sends $150 billion to the Ayatollah Khamenei, who's responsible for murdering hundreds of our servicemen and women. I want to speak to all of those maddened by political correctness, where Hillary Clinton apologizes for saying all lives matter. This will end. It will end on January 2017. And if I am elected president, to every soldier and sailor and airman and marine, and to every police officer and firefighter and first responder who risk their lives to keep us safe, I will have your back. [applause] ","CRUZ"
2016-01-14,"TRUMP: I stood yesterday with 75 construction workers. They're tough, they're strong, they're great people. Half of them had tears pouring down their face. They were watching the humiliation of our young ten sailors, sitting on the floor with their knees in a begging position, their hands up. And Iranian wise guys having guns to their heads. It was a terrible sight. A terrible sight. And the only reason we got them back is because we owed them with a stupid deal, $150 billion. If I'm president, there won't be stupid deals anymore. We will make America great again. We will win on everything we do. Thank you. [applause] ","TRUMP"
2016-01-28,"CRUZ: Well, Megyn, let me say at the outset to the men and women of Iowa, thank you for the incredible hospitality over this past year. By Monday, you will have welcomed me into all 99 counties in Iowa. You will have welcomed my dad to preach at your churches. You will have welcomed Heidi and our girls, Caroline and Catherine, into your homes. And I'm so grateful for the diligence, for the seriousness with which the men and women of Iowa approach this process. If I am elected president, keep an eye on the tarmac, because I'll be back, because Iowa in 2017 will not be fly-over country. It will be fly-to country. [applause] Now, secondly, let me say I'm a maniac and everyone on this stage is stupid, fat, and ugly. And Ben, you're a terrible surgeon. [laughter] Now that we've gotten the Donald Trump portion out of the way... [laughter and applause] I want to thank everyone here for showing the men and women of Iowa the respect to show up and make the case to the people of this state and the people of the country why each of us believe we would make the best commander in chief. [applause] ","CRUZ"
2016-01-28,"CRUZ: Well, let me be clear, if Donald engages in insults or anybody else, I don't intend to reciprocate. I have not insulted Donald personally and I don't intend to. I am glad Donald is running. I'm glad he has produced enormous enthusiasm, and, every Donald Trump voter or potential voter, I hope to earn your support. I know everyone else on this stage hopes to earn your support. Now, there is a difference between personal insults and attacks <U+FFFD> between going into the mud with ad hominems and focusing on issues and substance. ","CRUZ"
2016-01-28,"CRUZ: I think issues and substance, policy and vision and record should be the meat of politics. That's fair game but that's where I'm going to focus. That's how I focused from the beginning of the campaign and it is how I intend to continue going forward. [applause] ","CRUZ"
2016-01-28,"RUBIO: Chris, let's begin by being clear what this campaign is about. It's not about Donald Trump. He's an entertaining guy. He's the greatest show on earth. This campaign is about the greatest country in the world and a president who has systematically destroyed many of the things that made America special. You see, we usually elect presidents in America that want to change the things that are wrong in America. Barack Obama wants to change America. Barack Obama wants America to be more like the rest of the world. We don't want to be like the rest of the world. We want to be the United States of America. [applause] That is why Hillary Clinton cannot win this election. Hillary Clinton this week said Barack Obama would make a great Supreme Court justice. The guy who systematically and habitually violates the constitution on the Supreme Court? I don't think so. If I'm our nominee, I will unite this party and we'll defeat Hillary Clinton and we will turn this country around once and for all, after seven years of the disaster that is Barack Obama. [applause] ","RUBIO"
2016-01-28,"BUSH: Bret, we're just starting. The first vote hasn't been counted. Why don't we let the process work. I trust Iowans, Granite staters, people in South Carolina, people in Nevada, to start this process out. I kind of miss Donald Trump. He was a little teddy bear to me. [laughter] We always had such a loving relationship in these debates and in between and the tweets. I kind of miss him. I wish he was here. Everybody else was in the witness protection program when I went after him on behalf of what the Republican cause should be","BUSH"
2016-01-28,"CHRISTIE: They're not wrong. But what's wrong is your premise in the question. You can do both. There is no reason why you can't stand for principles, go and fight for them and be able also, to have to get things done in government. You know, what people are frustrated about in Washington, D.C.., and I know the folks out there tonight are incredibly frustrated because what they see is a government that doesn't work for them. You know, for the 45-year-old construction worker out there, who is having a hard time making things meet. He's lost $4,000 in the last seven years in his income because of this administration. He doesn't want to hear the talk about politics Megyn and who is establishment and who is grassroots. And who's compromised and who is principled. What he wants is something to get done. And that's the difference between being a governor and having done that for the last six years in New Jersey and being someone who has never had to be responsible for any of those decisions. Barack Obama was never responsible for those decisions. Hillary Clinton has never been responsible for those kind of decisions where they were held accountable. I've been held accountable for six years as the governor of New Jersey and with a Democratic legislature, I've gotten conservative things done. That's exactly what I'll do as president of the United States. [applause] ","CHRISTIE"
2016-01-28,"PAUL: You know, I've always had a great deal of respect. There's probably no person I respect more in the country or in recent history than my father. I think he was probably the most honest man in politics that we've ever seen in a generation. And so in no way have I ever said that I don't embrace my father or love my father or appreciate everything that he has done for the country. I think what's interesting about where that liberty vote goes that my father brought to the Republican Party is, I don't think they're necessarily going to go for Ted. You know, Ted didn't show up. We had an audit-the-Fed vote, which was the biggest thing my dad had been advocating for, for 30 years, Ted didn't have time to show up. He was the only Republican that didn't show up for it. And so I think really that vote is going to stay in the Paul household. I think more of it is coming and it's going to grow. The NSA is another big issue. Ted said he was for NSA reform, but then he told Marco Rubio, no, no, no, I voted for the bill because I'm for the government collecting 100 percent of your cell phone records. I don't think Ted can have it both ways. They want to say they're getting some of the liberty vote. But we don't see it happening at all. We think we're going to do very well in Iowa with the liberty vote. [applause] ","PAUL"
2016-01-28,"CRUZ: Well, I agree with Rand that I very much respect Ron Paul and that I think anyone who is able to win in the Republican Party has to be able to bring together the disparate elements of the Reagan coalition. You've got to be able to bring together conservatives and evangelicals and libertarians, and stitch together a winning majority. When it comes to the audit the Fed bill, as Rand knows well, I was an original sponsor of the bill, I'm strongly supportive of it. It didn't have the votes to pass. And I had commitments to be at a town hall in New Hampshire. But I look forward to signing that bill into law as president and auditing the Fed and providing needed accountability at the Federal Reserve. [applause] ","CRUZ"
2016-01-28,"RUBIO: I think, you know, Rand and I have some significant issues on policy, but I respect Rand. He believes everything he stands for. [applause] I do respect Rand. But I want to be frank about what I stand for. I believe the world is a safer and a better place when America is the strongest power in the world. And I believe only with a strong America will we defeat this radical group, this apocalyptic group called ISIS. That's why when I'm president we are going to rebuild our intelligence capabilities. And they're going to tell us where the terrorists are. And a rebuilt U.S. military is going to destroy these terrorists. And if we capture any of these ISIS killers alive, they are going to Guantanamo Bay, Cuba, and we're going to find out everything they know, because when I'm president, unlike Barack Obama, we will keep this country safe. [applause] ","RUBIO"
2016-01-28,"PAUL: May I respond? [crosstalk] ","PAUL"
2016-01-28,"PAUL: Well, I mean, I was talked about in the question. ","PAUL"
2016-01-28,"PAUL: Just very quickly, I would like to respond. The bulk collection of your phone data, the invasion of your privacy did not stop one terrorist attack. I don't think you have to give up your liberty for a false sense of security. When we look at this bulk collection, the court has looked at this. Even the court declared it to be illegal. If we want to collect the records of terrorists, let's do it the old fashioned way. Let's use the Fourth Amendment. Let's put a name on a warrant, let's ask a judge for it. Let's respect the history of our country. John Adams said that we fought a War for Independence because we wanted to fight against generalized warrants. Let's don't forget that. [applause] ","PAUL"
2016-01-28,"KASICH: Well, first of all, I had a national reporter say, you know, there's three lanes. There's the establishment lane, the anti-establishment lane, and then there's the Kasich lane. And the reason is, is that I've been a reformer all of my career, fighting to reform welfare, fighting to reform the Pentagon, also being in a position to balance the budget, because that is very, very hard to do. And then in Ohio, of course, I had to bring about big reform, again, because we were so far in the hole and now we just found out we are up over 400,000 jobs since I took over as governor. You know, the situation is this. We cannot fix things in this country <U+FFFD> the Social Security, the border, balancing the budget, getting wages to grow faster <U+FFFD> unless we lead as conservatives, but we also invite people in from the other party. We have to come together as a country. And we have to stop all the divisions. And, you know, that's been my message in New Hampshire. And having been in New Hampshire and here in Iowa, but in New Hampshire, I just received the support of seven out of eight of the newspapers in that state because they see positive, they see unity, they see coming together, and they see a record of change and a record of accomplishment. And it isn't because I'm all that great. It's because I've been assembling a team of people who want to be involved in something that's a little bigger than themselves. I'll keep <U+FFFD> I'll keep heading in that direction, believe me. [applause] ","KASICH"
2016-01-28,"CARSON: Well, I will gladly confess that I'm the only one on this stage with no political title. You're not going to hear a lot of polished political speech from me, but you will hear the truth. And I don't think you have to be a politician to tell the truth. In fact, sometimes it's not that way... [applause] ... and I've had more two a.m. phone calls than everybody here put together, making life and death decisions, put together very complex teams to accomplish things that have never been done before. And we are in a situation right now in our country that we have never been in before. We need people who think out of the box and can solve problems; can utilize the resources around them; very smart people, to focus on the problem and solve the problem. The American people are terrified. That's why we have this abnormal situation going on right now. We don't need more of the same solutions. We need different solutions to solve the problems and to save our nation. [applause] ","CARSON"
2016-01-28,"CRUZ: Well, Chris, I will apologize to nobody for the vigorousness with which I will fight terrorism, go after ISIS, hunt them down wherever they are, and utterly and completely destroy ISIS. [applause] You know, you claim it is tough talk to discuss carpet bombing. It is not tough talk. It is a different, fundamental military strategy than what we've seen from Barack Obama. Barack Obama right now, number one, over seven years, has dramatically degraded our military. You know, just two weeks ago was the 25th anniversary of the first Persian Gulf war. When that war began, we had 8,000 planes. Today, we have about 4,000. When that war began, we had 529 ships. Today, we have 272. You want to know what carpet bombing is? It's what we did in the first Persian Gulf war; 1,100 air attacks a day, saturation bombing that utterly destroyed the enemy. Right now, Barack Obama is launching between 15 and 30 air attacks a day. He's not arming the Kurds. We need to define the enemy. We need to rebuild the military to defeat the enemy. And we need to be focused and lift the rules of engagement so we're not sending our fighting men and women into combat with their arms tied behind their backs. [applause] ","CRUZ"
2016-01-28,"RUBIO: Well, again, I mean, obviously, as already has been pointed out, the only budget that Ted has ever voted for is a budget that Rand Paul sponsored that brags about cutting defense spending. And I think that's a bad idea for the following reason. ISIS is the most dangerous jihadist group in the history of mankind. ISIS is now found in affiliates in over a dozen countries. ISIS is a group that burns people alive in cages; that sells off little girls as brides. ISIS is a group that wants to trigger an apocalyptic showdown in the city of Dabiq <U+FFFD> not the city of Dubuque; I mis-said <U+FFFD> mis-said that wrong once [inaudible] time <U+FFFD> the city of Dabiq in Syria. They want to trigger an apocalyptic Armageddon showdown. This group needs to be confronted and defeated. They are not going to go away on their own. They're not going to turn into stockbrokers overnight or open up a chain of car washes. They need to be defeated militarily, and that will take overwhelming U.S. force. Today, we are on pace to have the smallest Army since the end of World War II, the smallest Navy in 100 years, the smallest Air Force in our history. You cannot destroy ISIS with a military that's being diminished. When I'm president, we are rebuilding the U.S. military because the world is a safer and a better place when America is the strongest military in the world. [crosstalk] ","RUBIO"
2016-01-28,"CRUZ: Chris, in 1981, when Ronald Reagan came to the Oval Office, he encountered a military that had been debilitated just as the current military has, just like Jimmy Carter weakened our readiness, undermined our ability to defend this country, so too has Barack Obama. Just as morale in the military has plummeted in the last seven, so it had then. What Reagan did is he began with tax reform and regulatory reform, unleashing the engine of the American free enterprise system. It brought booming economic growth and that growth fueled rebuilding the military. I intend to do the exact same thing to defeat radical Islamic terrorism <U+FFFD> ","CRUZ"
2016-01-28,"CRUZ: ... and to devote the resources from the booming economy to rebuilding our Navy, rebuilding our Air Force, rebuilding our Army and ensuring we have the capacity to keep this country safe. ","CRUZ"
2016-01-28,"PAUL: My budget was mentioned. My budget was mentioned. ","PAUL"
2016-01-28,"CHRISTIE: Well, let me say that I do believe that the vote on NSA made the country less safe. Well, let me tell you what the country should really be worried about. I watched that town hall meeting with the Democrats the other night, and I heard Hillary Clinton asked a direct question by an Iowan, and that's what Iowans like to do. They like to ask direct questions. And, they asked about her email situation. And, here's what she said to the American people. She did it for convenience. For her convenience. She put America's secrets at risk for her convenience. She put American intelligence officers at risk for her convenience. She put American strategy at risk for her convenience. Let me tell you who's not qualified to be President of the United States, Chris. Hillary Rodham Clinton did that to our country. She is not qualified to be President of the United States. [cheering] The fact is what we need is someone on that stage who has been tested, who has been through it, who has made decisions, who has sit in the chair of consequence and can prosecute the case against Hillary Clinton on... [bell rings] ... that stage, and that is exactly what I am ready to do. [applause] ","CHRISTIE"
2016-01-28,"CRUZ: Chris? Chris I was mentioned in that question. ","CRUZ"
2016-01-28,"BUSH: No, you weren't. Your name wasn't mentioned, Ted. ","BUSH"
2016-01-28,"CRUZ: ... Actually, I was... ","CRUZ"
2016-01-28,"BUSH: ... Chris, keep it coming... ","BUSH"
2016-01-28,"CRUZ: ... Chris, your questions that you... ","CRUZ"
2016-01-28,"CRUZ: ... What was your question... ","CRUZ"
2016-01-28,"CRUZ: ... Your question was you have disagreed... [audience reaction] ","CRUZ"
2016-01-28,"CRUZ: ... [inaudible] opening statement. ","CRUZ"
2016-01-28,"BUSH: ... Thank you Chris... ","BUSH"
2016-01-28,"CRUZ: ... This entire question was an attack, but that's [inaudible] ","CRUZ"
2016-01-28,"BUSH: Well, first, I was critical of the Senators not giving the authorization for the use of military force. They should have made it more open ended for the next president. We shouldn't have the war fighters have their arms tied behind their back as President Obama wanted to do, but they had a chance to show support and it wasn't popular at the time. It became popular after the attack in Paris, and San Bernardino. Now we hear the tough talk. Prior to that, in the Reagan Library, I gave a detailed plan. Exactly what to do as it relates to ISIS. And it is from the lessons from history that we do this because if we allow this to fester, we're going to have Islamic terrorism, multi-generations of it all across this country. The caliphate of ISIS has to be destroyed, which means we need to arm directly to Kurds, imbed our troops with the Iraqi military, re engage with the Sunni tribal leaders. Get the lawyers off the damn backs of the military once and for all. [cheering] Have a no fly zone in Syria and create safe zones to deal with the refugees. But, more importantly, to train a Sunni-led force in Syria to take out ISIS with our support... [bell rings] ... ground and air. That's what we need to to, and I laid that out prior to the crisis with the advice of a lot of people, including 12 Medal of Honor recipients that I'm proud that they're supporting my campaign. [applause] ","BUSH"
2016-01-28,"CRUZ: Chris, I would note that that the last four questions have been, ""Rand, please attack Ted. Marco, please attack Ted. Chris, please attack Ted. Jeb, please attack Ted..."" [audience reaction] Let me just say this... ","CRUZ"
2016-01-28,"CRUZ: ... Well, no, no. A debate actually is a policy issue, but I will say this. Gosh, if you guys ask one more mean question I may have to leave the stage. [applause] Chris, the most important determination any voter is going to make in this election is who's best prepared to be Commander in Chief. Who has the experience, who has the knowledge, who has the judgement, who has the clarity, and vision and strength of resolve to keep this country safe. That is what this debate is all about, and I would suggest let's stay focused on those issues <U+FFFD> rather than just attacks directed at each other. ","CRUZ"
2016-01-28,"PAUL: ... Senator Cruz, I'd like to respond... ","PAUL"
2016-01-28,"RUBIO: ... First of all <U+FFFD> Let me go first, and then you can please recognize Rand after. [laughter] First of all... ","RUBIO"
2016-01-28,"PAUL: ... and I'd like to respond. ","PAUL"
2016-01-28,"RUBIO: ... do I go <U+FFFD> let me go first, and then you can please recognize Rand after. But... [laughter] ... first of all... ","RUBIO"
2016-01-28,"PAUL: Thank you, Marco. ","PAUL"
2016-01-28,"RUBIO: ... first of all, I'm <U+FFFD> don't worry, I'm not leaving the stage no matter what you ask me. ","RUBIO"
2016-01-28,"RUBIO: And second of all... [applause] ... and I think <U+FFFD> you know, Governor <U+FFFD> Jeb, you <U+FFFD> the attack that <U+FFFD> the authorization that Barack Obama asked for was not against ISIS. It was against Assad. And John Kerry described it as attacks that would be unbelievably small. I don't think the United States should be engaged in symbolic military activity. So it was not against ISIS, it was against <U+FFFD> it was against Assad. I think the United States military is operating under rules of engagement that are too strict... [bell rings] ...and that do not allow us to pursue victory. When I'm president, that will change. [crosstalk] ","RUBIO"
2016-01-28,"PAUL: Thank you. The issue in Syria's a very important one, and it's one we need to get right. The question is, should we be bombing both sides of the war? Some want to topple Assad. In fact, they want to bomb ISIS and Assad simultaneously. I think that's a really, really bad idea. In fact, I've said for several years that arming the allies of ISIS will make the situation worse, That what we really need to do is defeat ISIS. But if you defeat Assad, what you will wind up with is a larger and more powerful ISIS that occupies that space. You might <U+FFFD> you may well see an ISIS that takes over all of Syria. [bell rings] ","PAUL"
2016-01-28,"KASICH: Chris... [applause] ... there was a question about foreign policy, by the way, and experience. And I <U+FFFD> I thought, if I didn't jump in, I might not be able to tell everybody this. I think they'd want to hear it. Look, I served on... ","KASICH"
2016-01-28,"KASICH: ... but wait a minute... ","KASICH"
2016-01-28,"KASICH: ...the only reason is <U+FFFD> look... ","KASICH"
2016-01-28,"KASICH: OK. ","KASICH"
2016-01-28,"KASICH: I've always listened to you, Megyn. Go ahead. ","KASICH"
2016-01-28,"KASICH: Yes <U+FFFD> thank you. ","KASICH"
2016-01-28,"RUBIO: Megyn, that's the problem. Radical Muslims and radical Islam is not just hate talk. It's hate action. They blow people up. Look what they did in San Bernardino. Look at the attack they inspired in Philadelphia, that the White House still refuses to link to terror, where a guy basically shot a police officer three times. He told the police, ""I did it because I was inspired by ISIS,"" and to this day, the White House still refuses to acknowledge it had anything to do with terror. Look, the threat we face from ISIS is unprecedented. There has never been a jihadist group like this. They have affiliates in over a dozen countries now. They are the best funded radical jihadist group in the history of the world, and they have shown a sophisticated understanding of the laws of other countries on how to insert fighters into places, and they are actively plotting to attack us here at home and around the world. We must keep America safe from this threat. And yes, when I am president of the United States, if there is some place in this country where radical jihadists are planning to attack the United States, we will go after them wherever they are, and if we capture them alive, they are going to Guantanamo. [applause] ","RUBIO"
2016-01-28,"PAUL: [inaudible]. ","PAUL"
2016-01-28,"PAUL: Yeah, no, I think that's a <U+FFFD> that's a huge mistake, to be closing down mosques. But I would say that if you want to defend the country, it begins with border security. And this is where I've had my disagreement with Senator Rubio. When he brought forward the ""Gang of Eight"" bill to give citizenship to those who came here illegally, I put forward an amendment that says we should have more scrutiny on those who are coming as students, those who are coming as immigrants, those who are coming as refugees, because we had two refugees come to my town in Bowling Green and try to attack us. Marco opposed this because they made a deal. He made a deal with Chuck Schumer that he would oppose any conservative amendments. And I think that's a mistake, and I just don't think Marco can have it both ways. You can't be in favor of defend us... [bell rings] ... against Islam <U+FFFD> radical Islam <U+FFFD> if you're not for border security. ","PAUL"
