pmid,sent,text,hedge
28117445,10,It is projected that 6.3 billion smartphone subscriptions will exist by the year 2021 (ref. 13) and can therefore potentially provide low-cost universal access to vital diagnostic care.,0
30888570,1,We aimed to use deep learning with convolutional neural network (CNN) to discriminate between benign and malignant breast mass images from ultrasound.,0
30888570,2,We retrospectively gathered 480 images of 96 benign masses and 467 images of 144 malignant masses for training data.,0
30888570,3,"Deep learning model was constructed using CNN architecture GoogLeNet and analyzed test data: 48 benign masses, 72 malignant masses.",0
30888570,4,Three radiologists interpreted these test data.,0
30888570,5,"Sensitivity, specificity, accuracy, and area under the receiver operating characteristic curve (AUC) were calculated.",0
30888570,6,"The CNN model and radiologists had a sensitivity of 0.958 and 0.583-0.917, specificity of 0.925 and 0.604-0.771, and accuracy of 0.925 and 0.658-0.792, respectively.",0
30888570,7,"The CNN model had equal or better diagnostic performance compared to radiologists (AUC = 0.913 and 0.728-0.845, p = 0.01-0.14).",0
30888570,8,Deep learning with CNN shows high diagnostic performance to discriminate between benign and malignant breast masses on ultrasound.,0
29953582,1,"Application of deep-learning technology to skin cancer classification can potentially improve the sensitivity and specificity of skin cancer screening, but the number of training images required for such a system is thought to be extremely large.",1
29953582,2,To determine whether deep-learning technology could be used to develop an efficient skin cancer classification system with a relatively small dataset of clinical images.,0
29953582,3,A deep convolutional neural network (DCNN) was trained using a dataset of 4867 clinical images obtained from 1842 patients diagnosed with skin tumours at the University of Tsukuba Hospital from 2003 to 2016.,0
29953582,4,"The images consisted of 14 diagnoses, including both malignant and benign conditions.",0
29953582,5,Its performance was tested against 13 board-certified dermatologists and nine dermatology trainees.,0
29953582,6,The overall classification accuracy of the trained DCNN was 76.5%.,0
29953582,7,The DCNN achieved 96.3% sensitivity (correctly classified malignant as malignant) and 89.5% specificity (correctly classified benign as benign).,0
29953582,8,"Although the accuracy of malignant or benign classification by the board-certified dermatologists was statistically higher than that of the dermatology trainees (85.3% ± 3.7% and 74.4% ± 6.8%, P < 0.01), the DCNN achieved even greater accuracy, as high as 92.4% ± 2.1% (P < 0.001).",0
29953582,9,We have developed an efficient skin tumour classifier using a DCNN trained on a relatively small dataset.,0
29953582,10,The DCNN classified images of skin tumours more accurately than board-certified dermatologists.,0
29953582,11,"Collectively, the current system may have capabilities for screening purposes in general medical practice, particularly because it requires only a single clinical image for classification.",1
30800522,1,Glaucoma detection in color fundus images is a challenging task that requires expertise and years of practice.,0
30800522,2,"In this study we exploited the application of different Convolutional Neural Networks (CNN) schemes to show the influence in the performance of relevant factors like the data set size, the architecture and the use of transfer learning vs newly defined architectures.",0
30800522,3,We also compared the performance of the CNN based system with respect to human evaluators and explored the influence of the integration of images and data collected from the clinical history of the patients.,0
30800522,4,We accomplished the best performance using a transfer learning scheme with VGG19 achieving an AUC of 0.94 with sensitivity and specificity ratios similar to the expert evaluators of the study.,0
30800522,5,The experimental results using three different data sets with 2313 images indicate that this solution can be a valuable option for the design of a computer aid system for the detection of glaucoma in large-scale screening programs.,1
29846502,1,"Deep learning convolutional neural networks (CNN) may facilitate melanoma detection, but data comparing a CNN's diagnostic performance to larger groups of dermatologists are lacking.",1
29846502,2,Google's Inception v4 CNN architecture was trained and validated using dermoscopic images and corresponding diagnoses.,0
29846502,3,In a comparative cross-sectional reader study a 100-image test-set was used (level-I: dermoscopy only; level-II: dermoscopy plus clinical information and images).,0
29846502,4,"Main outcome measures were sensitivity, specificity and area under the curve (AUC) of receiver operating characteristics (ROC) for diagnostic classification (dichotomous) of lesions by the CNN versus an international group of 58 dermatologists during level-I or -II of the reader study.",0
29846502,5,Secondary end points included the dermatologists' diagnostic performance in their management decisions and differences in the diagnostic performance of dermatologists during level-I and -II of the reader study.,0
29846502,6,"Additionally, the CNN's performance was compared with the top-five algorithms of the 2016 International Symposium on Biomedical Imaging (ISBI) challenge.",0
29846502,7,"|In level-I dermatologists achieved a mean (±standard deviation) sensitivity and specificity for lesion classification of 86.6% (±9.3%) and 71.3% (±11.2%), respectively.",0
29846502,8,"More clinical information (level-II) improved the sensitivity to 88.9% (±9.6%, P = 0.19) and specificity to 75.7% (±11.7%, P < 0.05).",0
29846502,9,"The CNN ROC curve revealed a higher specificity of 82.5% when compared with dermatologists in level-I (71.3%, P < 0.01) and level-II (75.7%, P < 0.01) at their sensitivities of 86.6% and 88.9%, respectively.",0
29846502,10,"The CNN ROC AUC was greater than the mean ROC area of dermatologists (0.86 versus 0.79, P < 0.01).",0
29846502,11,The CNN scored results close to the top three algorithms of the ISBI 2016 challenge.,0
29846502,12,"For the first time we compared a CNN's diagnostic performance with a large international group of 58 dermatologists, including 30 experts.",0
29846502,13,Most dermatologists were outperformed by the CNN.,0
29846502,14,"Irrespective of any physicians' experience, they may benefit from assistance by a CNN's image classification.",1
29846502,15,This study was registered at the German Clinical Trial Register (DRKS-Study-ID: DRKS00013570; https://www.drks.de/drks_web/).,0
31016442,1,To develop and validate a proof-of-concept convolutional neural network (CNN)-based deep learning system (DLS) that classifies common hepatic lesions on multi-phasic MRI.,0
31016442,2,"A custom CNN was engineered by iteratively optimizing the network architecture and training cases, finally consisting of three convolutional layers with associated rectified linear units, two maximum pooling layers, and two fully connected layers.",0
31016442,3,"Four hundred ninety-four hepatic lesions with typical imaging features from six categories were utilized, divided into training (n = 434) and test (n = 60) sets.",0
31016442,4,"Established augmentation techniques were used to generate 43,400 training samples.",0
31016442,5,An Adam optimizer was used for training.,0
31016442,6,Monte Carlo cross-validation was performed.,0
31016442,7,"After model engineering was finalized, classification accuracy for the final CNN was compared with two board-certified radiologists on an identical unseen test set.",0
31016442,8,"The DLS demonstrated a 92% accuracy, a 92% sensitivity (Sn), and a 98% specificity (Sp).",0
31016442,9,Test set performance in a single run of random unseen cases showed an average 90% Sn and 98% Sp.,0
31016442,10,The average Sn/Sp on these same cases for radiologists was 82.5%/96.5%.,0
31016442,11,Results showed a 90% Sn for classifying hepatocellular carcinoma (HCC) compared to 60%/70% for radiologists.,0
31016442,12,"For HCC classification, the true positive and false positive rates were 93.5% and 1.6%, respectively, with a receiver operating characteristic area under the curve of 0.992.",0
31016442,13,Computation time per lesion was 5.6 ms.,0
31016442,14,"This preliminary deep learning study demonstrated feasibility for classifying lesions with typical imaging features from six common hepatic lesion types, motivating future studies with larger multi-institutional datasets and more complex imaging appearances.",0
31016442,15,"Deep learning demonstrates high performance in the classification of liver lesions on volumetric multi-phasic MRI, showing potential as an eventual decision-support tool for radiologists.",1
31016442,16,"Demonstrating a classification runtime of a few milliseconds per lesion, a deep learning system could be incorporated into the clinical workflow in a time-efficient manner.",1
29352285,1,"Although there have been reports of the successful diagnosis of skin disorders using deep learning, unrealistically large clinical image datasets are required for artificial intelligence (AI) training.",0
29352285,2,We created datasets of standardized nail images using a region-based convolutional neural network (R-CNN) trained to distinguish the nail from the background.,0
29352285,3,"We used R-CNN to generate training datasets of 49,567 images, which we then used to fine-tune the ResNet-152 and VGG-19 models.",0
29352285,4,"The validation datasets comprised 100 and 194 images from Inje University (B1 and B2 datasets, respectively), 125 images from Hallym University (C dataset), and 939 images from Seoul National University (D dataset).",0
29352285,5,"The AI (ensemble model; ResNet-152 + VGG-19 + feedforward neural networks) results showed test sensitivity/specificity/ area under the curve values of (96.0 / 94.7 / 0.98), (82.7 / 96.7 / 0.95), (92.3 / 79.3 / 0.93), (87.7 / 69.3 / 0.82) for the B1, B2, C, and D datasets.",0
29352285,6,"With a combination of the B1 and C datasets, the AI Youden index was significantly (p = 0.01) higher than that of 42 dermatologists doing the same assessment manually.",0
29352285,7,"For B1+C and B2+ D dataset combinations, almost none of the dermatologists performed as well as the AI.",0
29352285,8,"By training with a dataset comprising 49,567 images, we achieved a diagnostic accuracy for onychomycosis using deep learning that was superior to that of most of the dermatologists who participated in this study.",0
30901052,1,"Interpretation of chest radiographs is a challenging task prone to errors, requiring expert readers.",0
30901052,2,An automated system that can accurately classify chest radiographs may help streamline the clinical workflow.,0
30901052,3,"To develop a deep learning-based algorithm that can classify normal and abnormal results from chest radiographs with major thoracic diseases including pulmonary malignant neoplasm, active tuberculosis, pneumonia, and pneumothorax and to validate the algorithm's performance using independent data sets.",0
30901052,4,"This diagnostic study developed a deep learning-based algorithm using single-center data collected between November 1, 2016, and January 31, 2017.",0
30901052,5,"The algorithm was externally validated with multicenter data collected between May 1 and July 31, 2018.",0
30901052,6,"A total of 54 221 chest radiographs with normal findings from 47 917 individuals (21 556 men and 26 361 women; mean [SD] age, 51 [16] years) and 35 613 chest radiographs with abnormal findings from 14 102 individuals (8373 men and 5729 women; mean [SD] age, 62 [15] years) were used to develop the algorithm.",0
30901052,7,"A total of 486 chest radiographs with normal results and 529 with abnormal results (1 from each participant; 628 men and 387 women; mean [SD] age, 53 [18] years) from 5 institutions were used for external validation.",0
30901052,8,"Fifteen physicians, including nonradiology physicians, board-certified radiologists, and thoracic radiologists, participated in observer performance testing.",0
30901052,9,Data were analyzed in August 2018.,0
30901052,10,Deep learning-based algorithm.,0
30901052,11,Image-wise classification performances measured by area under the receiver operating characteristic curve; lesion-wise localization performances measured by area under the alternative free-response receiver operating characteristic curve.,0
30901052,12,The algorithm demonstrated a median (range) area under the curve of 0.979 (0.973-1.000) for image-wise classification and 0.972 (0.923-0.985) for lesion-wise localization; the algorithm demonstrated significantly higher performance than all 3 physician groups in both image-wise classification (0.983 vs 0.814-0.932; all P < .005) and lesion-wise localization (0.985 vs 0.781-0.907; all P < .001).,0
30901052,13,Significant improvements in both image-wise classification (0.814-0.932 to 0.904-0.958; all P < .005) and lesion-wise localization (0.781-0.907 to 0.873-0.938; all P < .001) were observed in all 3 physician groups with assistance of the algorithm.,0
30901052,14,"The algorithm consistently outperformed physicians, including thoracic radiologists, in the discrimination of chest radiographs with major thoracic diseases, demonstrating its potential to improve the quality and efficiency of clinical practice.",0
29474911,1,The implementation of clinical-decision support algorithms for medical imaging faces challenges with reliability and interpretability.,0
29474911,2,"Here, we establish a diagnostic tool based on a deep-learning framework for the screening of patients with common treatable blinding retinal diseases.",0
29474911,3,"Our framework utilizes transfer learning, which trains a neural network with a fraction of the data of conventional approaches.",0
29474911,4,"Applying this approach to a dataset of optical coherence tomography images, we demonstrate performance comparable to that of human experts in classifying age-related macular degeneration and diabetic macular edema.",0
29474911,5,We also provide a more transparent and interpretable diagnosis by highlighting the regions recognized by the neural network.,0
29474911,6,We further demonstrate the general applicability of our AI system for diagnosis of pediatric pneumonia using chest X-ray images.,0
29474911,7,"This tool may ultimately aid in expediting the diagnosis and referral of these treatable conditions, thereby facilitating earlier treatment, resulting in improved clinical outcomes.",1
29474911,8,VIDEO ABSTRACT.,0
22270787,1,"To determine which Breast Imaging Reporting and Data System (BI-RADS) descriptors for ultrasound are predictors for breast cancer using logistic regression (LR) analysis in conjunction with interobserver variability between breast radiologists, and to compare the performance of artificial neural network (ANN) and LR models in differentiation of benign and malignant breast masses.",0
22270787,2,Five breast radiologists retrospectively reviewed 140 breast masses and described each lesion using BI-RADS lexicon and categorized final assessments.,0
22270787,3,Interobserver agreements between the observers were measured by kappa statistics.,0
22270787,4,The radiologists' responses for BI-RADS were pooled.,0
22270787,5,The data were divided randomly into train (n = 70) and test sets (n = 70).,0
22270787,6,"Using train set, optimal independent variables were determined by using LR analysis with forward stepwise selection.",0
22270787,7,The LR and ANN models were constructed with the optimal independent variables and the biopsy results as dependent variable.,0
22270787,8,Performances of the models and radiologists were evaluated on the test set using receiver-operating characteristic (ROC) analysis.,0
22270787,9,"Among BI-RADS descriptors, margin and boundary were determined as the predictors according to stepwise LR showing moderate interobserver agreement.",0
22270787,10,"Area under the ROC curves (AUC) for both of LR and ANN were 0.87 (95% CI, 0.77-0.94).",0
22270787,11,AUCs for the five radiologists ranged 0.79-0.91.,0
22270787,12,"There was no significant difference in AUC values among the LR, ANN, and radiologists (p > 0.05).",0
22270787,13,Margin and boundary were found as statistically significant predictors with good interobserver agreement.,0
22270787,14,Use of the LR and ANN showed similar performance to that of the radiologists for differentiation of benign and malignant breast masses.,0
30177857,1,"The purpose of this study was to evaluate the performance of the deep convolutional neural network (DCNN) in differentiating between tuberculous and pyogenic spondylitis on magnetic resonance (MR) imaging, compared to the performance of three skilled radiologists.",0
30177857,2,This clinical retrospective study used spine MR images of 80 patients with tuberculous spondylitis and 81 patients with pyogenic spondylitis that was bacteriologically and/or histologically confirmed from January 2007 to December 2016.,0
30177857,3,Supervised training and validation of the DCNN classifier was performed with four-fold cross validation on a patient-level independent split.,0
30177857,4,The object detection and classification model was implemented as a DCNN and was designed to calculate the deep-learning scores of individual patients to reach a conclusion.,0
30177857,5,Three musculoskeletal radiologists blindly interpreted the images.,0
30177857,6,"The diagnostic performances of the DCNN classifier and of the three radiologists were expressed as receiver operating characteristic (ROC) curves, and the areas under the ROC curves (AUCs) were compared using a bootstrap resampling procedure.",0
30177857,7,"When comparing the AUC value of the DCNN classifier (0.802) with the pooled AUC value of the three readers (0.729), there was no significant difference (P = 0.079).",0
30177857,8,"In differentiating between tuberculous and pyogenic spondylitis using MR images, the performance of the DCNN classifier was comparable to that of three skilled radiologists.",0
31075042,1,"This study estimated the diagnostic performance of a deep learning system for detection of Sjögren's syndrome (SjS) on CT, and compared it with the performance of radiologists.",0
31075042,2,CT images were assessed from 25 patients confirmed to have SjS based on the both Japanese criteria and American-European Consensus Group criteria and 25 control subjects with no parotid gland abnormalities who were examined for other diseases.,0
31075042,3,10 CT slices were obtained for each patient.,0
31075042,4,"From among the total of 500 CT images, 400 images (200 from 20 SjS patients and 200 from 20 control subjects) were employed as the training data set and 100 images (50 from 5 SjS patients and 50 from 5 control subjects) were used as the test data set.",0
31075042,5,The performance of a deep learning system for diagnosing SjS from the CT images was compared with the diagnoses made by six radiologists (three experienced and three inexperienced radiologists).,0
31075042,6,"The accuracy, sensitivity, and specificity of the deep learning system were 96.0%, 100% and 92.0%, respectively.",0
31075042,7,"The corresponding values of experienced radiologists were 98.3%, 99.3% and 97.3% being equivalent to the deep learning, while those of inexperienced radiologists were 83.5%, 77.9% and 89.2%.",0
31075042,8,The area under the curve of inexperienced radiologists were significantly different from those of the deep learning system and the experienced radiologists.,0
31075042,9,"The deep learning system showed a high diagnostic performance for SjS, suggesting that it could possibly be used for diagnostic support when interpreting CT images.",1
30715773,1,We designed a deep convolutional neural network (CNN) to diagnose thyroid malignancy on ultrasound (US) and compared the diagnostic performance of CNN with that of experienced radiologists.,0
30715773,2,"Between May 2012 and February 2015, 589 thyroid nodules in 519 patients were diagnosed as benign or malignant by surgical excision.",0
30715773,3,Experienced radiologists retrospectively reviewed the US of the thyroid nodules in a test set.,0
30715773,4,"CNNs were trained and tested using retrospective data of 439 and 150 US images, respectively.",0
30715773,5,Diagnostic performances were compared between the two groups.,0
30715773,6,"Of the 589 thyroid nodules, 396 were malignant and 193 were benign.",0
30715773,7,The area under the curve (AUC) for diagnosing thyroid malignancy was 0.805-0.860 for radiologists.,0
30715773,8,"The AUCs for diagnosing thyroid malignancy for the three CNNs were 0.845, 0.835, and 0.850.",0
30715773,9,There was no significant difference in AUC between radiologists and CNNs.,0
30715773,10,CNNs showed comparable diagnostic performance compared to experienced radiologists in differentiating thyroid malignancy on US.,0
30547352,1,The endocytoscopic system (ECS) helps in virtual realization of histology and can aid in confirming histological diagnosis in vivo.,0
30547352,2,We propose replacing biopsy-based histology for esophageal squamous cell carcinoma (ESCC) by using the ECS.,0
30547352,3,We applied deep-learning artificial intelligence (AI) to analyse ECS images of the esophagus to determine whether AI can support endoscopists for the replacement of biopsy-based histology.,0
30547352,4,A convolutional neural network-based AI was constructed based on GoogLeNet and trained using 4715 ECS images of the esophagus (1141 malignant and 3574 non-malignant images).,0
30547352,5,"To evaluate the diagnostic accuracy of the AI, an independent test set of 1520 ECS images, collected from 55 consecutive patients (27 ESCCs and 28 benign esophageal lesions) were examined.",0
30547352,6,"On the basis of the receiver-operating characteristic curve analysis, the areas under the curve of the total images, higher magnification pictures, and lower magnification pictures were 0.85, 0.90, and 0.72, respectively.",0
30547352,7,"The AI correctly diagnosed 25 of the 27 ESCC cases, with an overall sensitivity of 92.6%.",0
30547352,8,"Twenty-five of the 28 non-cancerous lesions were diagnosed as non-malignant, with a specificity of 89.3% and an overall accuracy of 90.9%.",0
30547352,9,"Two cases of malignant lesions, misdiagnosed as non-malignant by the AI, were correctly diagnosed as malignant by the endoscopist.",0
30547352,10,"Among the 3 cases of non-cancerous lesions diagnosed as malignant by the AI, 2 were of radiation-related esophagitis and one was of gastroesophageal reflux disease.",0
30547352,11,AI is expected to support endoscopists in diagnosing ESCC based on ECS images without biopsy-based histological reference.,0
30348771,1,"Suspected fractures are among the most common reasons for patients to visit emergency departments (EDs), and X-ray imaging is the primary diagnostic tool used by clinicians to assess patients for fractures.",0
30348771,2,"Missing a fracture in a radiograph often has severe consequences for patients, resulting in delayed treatment and poor recovery of function.",0
30348771,3,"Nevertheless, radiographs in emergency settings are often read out of necessity by emergency medicine clinicians who lack subspecialized expertise in orthopedics, and misdiagnosed fractures account for upward of four of every five reported diagnostic errors in certain EDs.",0
30348771,4,"In this work, we developed a deep neural network to detect and localize fractures in radiographs.",0
30348771,5,"We trained it to accurately emulate the expertise of 18 senior subspecialized orthopedic surgeons by having them annotate 135,409 radiographs.",0
30348771,6,We then ran a controlled experiment with emergency medicine clinicians to evaluate their ability to detect fractures in wrist radiographs with and without the assistance of the deep learning model.,0
30348771,7,"The average clinician's sensitivity was 80.8% (95% CI, 76.7-84.1%) unaided and 91.5% (95% CI, 89.3-92.9%) aided, and specificity was 87.5% (95 CI, 85.3-89.5%) unaided and 93.9% (95% CI, 92.9-94.9%) aided.",0
30348771,8,"The average clinician experienced a relative reduction in misinterpretation rate of 47.0% (95% CI, 37.4-53.9%).",0
30348771,9,"The significant improvements in diagnostic accuracy that we observed in this study show that deep learning methods are a mechanism by which senior medical specialists can deliver their expertise to generalists on the front lines of medicine, thereby providing substantial improvements to patient care.",0
30619661,1,To develop a new intelligent system based on deep learning for automatically optical coherence tomography (OCT) images categorization.,0
30619661,2,"A total of 60,407 OCT images were labeled by 17 licensed retinal experts and 25,134 images were included.",0
30619661,3,One hundred one-layer convolutional neural networks (ResNet) were trained for the categorization.,0
30619661,4,We applied 10-fold cross-validation method to train and optimize our algorithms.,0
30619661,5,"The area under the receiver operating characteristic curve (AUC), accuracy and kappa value were calculated to evaluate the performance of the intelligent system in categorizing OCT images.",0
30619661,6,We also compared the performance of the system with results obtained by two experts.,0
30619661,7,"The intelligent system achieved an AUC of 0.984 with an accuracy of 0.959 in detecting macular hole, cystoid macular edema, epiretinal membrane, and serous macular detachment.",0
30619661,8,"Specifically, the accuracies in discriminating normal images, cystoid macular edema, serous macular detachment, epiretinal membrane, and macular hole were 0.973, 0.848, 0.947, 0.957, and 0.978, respectively.",0
30619661,9,"The system had a kappa value of 0.929, while the two physicians' kappa values were 0.882 and 0.889 independently.",0
30619661,10,This deep learning-based system is able to automatically detect and differentiate various OCT images with excellent accuracy.,0
30619661,11,"Moreover, the performance of the system is at a level comparable to or better than that of human experts.",0
30619661,12,This study is a promising step in revolutionizing current disease diagnostic pattern and has the potential to generate a significant clinical impact.,0
30619661,13,This intelligent system has great value in increasing retinal diseases' diagnostic efficiency in clinical circumstances.,0
29744763,1,"To predict exudative age-related macular degeneration (AMD), we combined a deep convolutional neural network (DCNN), a machine-learning algorithm, with Optos, an ultra-wide-field fundus imaging system.",0
29744763,2,"First, to evaluate the diagnostic accuracy of DCNN, 364 photographic images (AMD: 137) were amplified and the area under the curve (AUC), sensitivity and specificity were examined.",0
29744763,3,"Furthermore, in order to compare the diagnostic abilities between DCNN and six ophthalmologists, we prepared yield 84 sheets comprising 50% of normal and wet-AMD data each, and calculated the correct answer rate, specificity, sensitivity, and response times.",0
29744763,4,"DCNN exhibited 100% sensitivity and 97.31% specificity for wet-AMD images, with an average AUC of 99.76%.",0
29744763,5,"Moreover, comparing the diagnostic abilities of DCNN versus six ophthalmologists, the average accuracy of the DCNN was 100%.",0
29744763,6,"On the other hand, the accuracy of ophthalmologists, determined only by Optos images without a fundus examination, was 81.9%.",0
29744763,7,"A combination of DCNN with Optos images is not better than a medical examination; however, it can identify exudative AMD with a high level of accuracy.",1
29744763,8,Our system is considered useful for screening and telemedicine.,0
28681679,1,"Background and purpose - Recent advances in artificial intelligence (deep learning) have shown remarkable performance in classifying non-medical images, and the technology is believed to be the next technological revolution.",0
28681679,2,"So far it has never been applied in an orthopedic setting, and in this study we sought to determine the feasibility of using deep learning for skeletal radiographs.",0
28681679,3,"Methods - We extracted 256,000 wrist, hand, and ankle radiographs from Danderyd's Hospital and identified 4 classes: fracture, laterality, body part, and exam view.",0
28681679,4,We then selected 5 openly available deep learning networks that were adapted for these images.,0
28681679,5,The most accurate network was benchmarked against a gold standard for fractures.,0
28681679,6,We furthermore compared the network's performance with 2 senior orthopedic surgeons who reviewed images at the same resolution as the network.,0
28681679,7,"Results - All networks exhibited an accuracy of at least 90% when identifying laterality, body part, and exam view.",0
28681679,8,The final accuracy for fractures was estimated at 83% for the best performing network.,0
28681679,9,The network performed similarly to senior orthopedic surgeons when presented with images at the same resolution as the network.,0
28681679,10,The 2 reviewer Cohen's kappa under these conditions was 0.76.,0
28681679,11,"Interpretation - This study supports the use for orthopedic radiographs of artificial intelligence, which can perform at a human level.",0
28681679,12,"While current implementation lacks important features that surgeons require, e.g. risk of dislocation, classifications, measurements, and combining multiple exam views, these problems have technical solutions that are waiting to be implemented for orthopedics.",0
30471319,1,"In assessing the severity of age-related macular degeneration (AMD), the Age-Related Eye Disease Study (AREDS) Simplified Severity Scale predicts the risk of progression to late AMD.",0
30471319,2,"However, its manual use requires the time-consuming participation of expert practitioners.",0
30471319,3,"Although several automated deep learning systems have been developed for classifying color fundus photographs (CFP) of individual eyes by AREDS severity score, none to date has used a patient-based scoring system that uses images from both eyes to assign a severity score.",0
30471319,4,"DeepSeeNet, a deep learning model, was developed to classify patients automatically by the AREDS Simplified Severity Scale (score 0-5) using bilateral CFP.",0
30471319,5,DeepSeeNet was trained on 58 402 and tested on 900 images from the longitudinal follow-up of 4549 participants from AREDS.,0
30471319,6,Gold standard labels were obtained using reading center grades.,0
30471319,7,"DeepSeeNet simulates the human grading process by first detecting individual AMD risk factors (drusen size, pigmentary abnormalities) for each eye and then calculating a patient-based AMD severity score using the AREDS Simplified Severity Scale.",0
30471319,8,"Overall accuracy, specificity, sensitivity, Cohen's kappa, and area under the curve (AUC).",0
30471319,9,The performance of DeepSeeNet was compared with that of retinal specialists.,0
30471319,10,"DeepSeeNet performed better on patient-based classification (accuracy = 0.671; kappa = 0.558) than retinal specialists (accuracy = 0.599; kappa = 0.467) with high AUC in the detection of large drusen (0.94), pigmentary abnormalities (0.93), and late AMD (0.97).",0
30471319,11,DeepSeeNet also outperformed retinal specialists in the detection of large drusen (accuracy 0.742 vs. 0.696; kappa 0.601 vs. 0.517) and pigmentary abnormalities (accuracy 0.890 vs. 0.813; kappa 0.723 vs. 0.535) but showed lower performance in the detection of late AMD (accuracy 0.967 vs. 0.973; kappa 0.663 vs. 0.754).,1
30471319,12,"By simulating the human grading process, DeepSeeNet demonstrated high accuracy with increased transparency in the automated assignment of individual patients to AMD risk categories based on the AREDS Simplified Severity Scale.",0
30471319,13,"These results highlight the potential of deep learning to assist and enhance clinical decision-making in patients with AMD, such as early AMD detection and risk prediction for developing late AMD.",1
30471319,14,DeepSeeNet is publicly available on https://github.com/ncbi-nlp/DeepSeeNet.,0
30109156,1,Ameloblastomas and keratocystic odontogenic tumors (KCOTs) are important odontogenic tumors of the jaw.,0
30109156,2,"While their radiological findings are similar, the behaviors of these two types of tumors are different.",0
30109156,3,Precise preoperative diagnosis of these tumors can help oral and maxillofacial surgeons plan appropriate treatment.,0
30109156,4,"In this study, we created a convolutional neural network (CNN) for the detection of ameloblastomas and KCOTs.",0
30109156,5,"Five hundred digital panoramic images of ameloblastomas and KCOTs were retrospectively collected from a hospital information system, whose patient information could not be identified, and preprocessed by inverse logarithm and histogram equalization.",0
30109156,6,"To overcome the imbalance of data entry, we focused our study on 2 tumors with equal distributions of input data.",0
30109156,7,We implemented a transfer learning strategy to overcome the problem of limited patient data.,0
30109156,8,Transfer learning used a 16-layer CNN (VGG-16) of the large sample dataset and was refined with our secondary training dataset comprising 400 images.,0
30109156,9,A separate test dataset comprising 100 images was evaluated to compare the performance of CNN with diagnosis results produced by oral and maxillofacial specialists.,0
30109156,10,"The sensitivity, specificity, accuracy, and diagnostic time were 81.8%, 83.3%, 83.0%, and 38 seconds, respectively, for the CNN.",0
30109156,11,"These values for the oral and maxillofacial specialist were 81.1%, 83.2%, 82.9%, and 23.1 minutes, respectively.",0
30109156,12,Ameloblastomas and KCOTs could be detected based on digital panoramic radiographic images using CNN with accuracy comparable to that of manual diagnosis by oral maxillofacial specialists.,0
30109156,13,These results demonstrate that CNN may aid in screening for ameloblastomas and KCOTs in a substantially shorter time.,1
30457988,1,"Chest radiograph interpretation is critical for the detection of thoracic diseases, including tuberculosis and lung cancer, which affect millions of people worldwide each year.",0
30457988,2,"This time-consuming task typically requires expert radiologists to read the images, leading to fatigue-based diagnostic error and lack of diagnostic expertise in areas of the world where radiologists are not available.",0
30457988,3,"Recently, deep learning approaches have been able to achieve expert-level performance in medical image interpretation tasks, powered by large network architectures and fueled by the emergence of large labeled datasets.",0
30457988,4,The purpose of this study is to investigate the performance of a deep learning algorithm on the detection of pathologies in chest radiographs compared with practicing radiologists.,0
30457988,5,"We developed CheXNeXt, a convolutional neural network to concurrently detect the presence of 14 different pathologies, including pneumonia, pleural effusion, pulmonary masses, and nodules in frontal-view chest radiographs.",0
30457988,6,"CheXNeXt was trained and internally validated on the ChestX-ray8 dataset, with a held-out validation set consisting of 420 images, sampled to contain at least 50 cases of each of the original pathology labels.",0
30457988,7,"On this validation set, the majority vote of a panel of 3 board-certified cardiothoracic specialist radiologists served as reference standard.",0
30457988,8,We compared CheXNeXt's discriminative performance on the validation set to the performance of 9 radiologists using the area under the receiver operating characteristic curve (AUC).,0
30457988,9,"The radiologists included 6 board-certified radiologists (average experience 12 years, range 4-28 years) and 3 senior radiology residents, from 3 academic institutions.",0
30457988,10,We found that CheXNeXt achieved radiologist-level performance on 11 pathologies and did not achieve radiologist-level performance on 3 pathologies.,1
30457988,11,"The radiologists achieved statistically significantly higher AUC performance on cardiomegaly, emphysema, and hiatal hernia, with AUCs of 0.888 (95% confidence interval [CI] 0.863-0.910), 0.911 (95% CI 0.866-0.947), and 0.985 (95% CI 0.974-0.991), respectively, whereas CheXNeXt's AUCs were 0.831 (95% CI 0.790-0.870), 0.704 (95% CI 0.567-0.833), and 0.851 (95% CI 0.785-0.909), respectively.",1
30457988,12,"CheXNeXt performed better than radiologists in detecting atelectasis, with an AUC of 0.862 (95% CI 0.825-0.895), statistically significantly higher than radiologists' AUC of 0.808 (95% CI 0.777-0.838); there were no statistically significant differences in AUCs for the other 10 pathologies.",1
30457988,13,The average time to interpret the 420 images in the validation set was substantially longer for the radiologists (240 minutes) than for CheXNeXt (1.5 minutes).,0
30457988,14,The main limitations of our study are that neither CheXNeXt nor the radiologists were permitted to use patient history or review prior examinations and that evaluation was limited to a dataset from a single institution.,0
30457988,15,"In this study, we developed and validated a deep learning algorithm that classified clinically important abnormalities in chest radiographs at a performance level comparable to practicing radiologists.",0
30457988,16,"Once tested prospectively in clinical settings, the algorithm could have the potential to expand patient access to chest radiograph diagnostics.",1
30553900,1,To understand the impact of deep learning diabetic retinopathy (DR) algorithms on physician readers in computer-assisted settings.,0
30553900,2,Evaluation of diagnostic technology.,0
30553900,3,One thousand seven hundred ninety-six retinal fundus images from 1612 diabetic patients.,0
